,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Population
18,Buenos Aires,Argentina,2024-01-19,27.023268148841414,48.1313488720056,23.283037813959613,9.195544041943268,0.7053075753648902,23.403828743277835,21.01530369771488,41,15500000
19,Buenos Aires,Argentina,2024-01-20,51.48143985753487,47.18228122319613,35.43660548128513,7.298838947018393,0.7423215599399402,19.40029363186764,28.702035611886185,63,15500000
20,Buenos Aires,Argentina,2024-01-21,14.351415952700478,28.086745020783496,31.02033915496408,6.55365765705316,0.6048858868154103,23.876571052598237,26.4152241006824,55,15500000
21,Buenos Aires,Argentina,2024-01-22,26.689289913708546,51.440043256578285,23.48168312023641,8.575802803455318,0.5149673607875471,19.531599690308177,20.895544302471645,76,15500000
22,Buenos Aires,Argentina,2024-01-23,34.607021407191944,48.5306352405351,32.491740506088426,7.8606968838095055,0.7810186861458139,20.173879843967203,22.259430258871376,46,15500000
23,Buenos Aires,Argentina,2024-01-24,25.41457121134089,44.83123466150478,29.911263968411184,5.3739712554797405,0.9646559831355412,21.12880761555877,25.088066259668288,68,15500000
24,Buenos Aires,Argentina,2024-01-25,15.2463397272175,59.55261897902139,35.31762196266488,5.894158325265396,1.0003649707363875,17.512145808073964,21.08998253744481,46,15500000
25,Buenos Aires,Argentina,2024-01-26,17.402968825197128,43.530823908220185,19.39364982916602,5.681986483535333,0.4671046529333555,24.600057300026982,23.49318439779907,59,15500000
26,Buenos Aires,Argentina,2024-01-27,31.126291196871996,51.91656861998291,39.80206989671212,7.26697349088533,1.0537242049206417,15.121127463045228,29.54479914614065,61,15500000
27,Buenos Aires,Argentina,2024-01-28,29.593904163278538,25.243091234637667,37.92638470681766,6.815317274016295,0.5418422267698815,16.815702065356962,27.09830122406033,79,15500000
28,Buenos Aires,Argentina,2024-01-29,21.77986822792164,36.385102092172055,30.073811473154617,9.51776674657906,0.8107045595798091,21.214686772128537,30.277684868247096,43,15500000
29,Buenos Aires,Argentina,2024-01-30,25.10344015835762,34.92130028891568,42.63952086354757,10.28404843008989,0.9507248570543968,18.82436833725444,18.192638319336357,51,15500000
30,Buenos Aires,Argentina,2024-01-31,31.549755842216896,52.16197968387565,22.049098601321173,7.840383085789983,0.6287003525181603,20.48835188374168,18.67750796522517,62,15500000
31,Buenos Aires,Argentina,2024-02-01,7.068935474654232,53.52326884862147,38.48118164162128,7.067450783524254,1.1766164506139467,20.15983279635064,31.461666070840828,77,15500000
32,Buenos Aires,Argentina,2024-02-02,38.14779825596504,31.517330676735305,39.57749187697942,4.047865816456556,0.7239185485178308,18.34510913193197,26.39495897374237,57,15500000
33,Buenos Aires,Argentina,2024-02-03,33.61816803218824,68.34992345980773,35.45708773396465,7.375863304542298,0.9344602395173298,22.68680140724613,29.62205093637497,60,15500000
34,Buenos Aires,Argentina,2024-02-04,15.319542414897548,35.34538441922645,25.085414847229643,5.58042201553293,0.995777911711356,13.141284353682472,33.04390427867187,54,15500000
35,Buenos Aires,Argentina,2024-02-05,33.28229690184623,52.02271478315514,37.81852240841175,6.740937184555132,0.5229485820985396,8.509442064351273,22.40659708932141,46,15500000
36,Buenos Aires,Argentina,2024-02-06,11.848322575718091,34.29852154734516,24.228669202032908,6.704386992905764,1.0225740281536997,21.19240405681965,20.803397991102702,77,15500000
37,Buenos Aires,Argentina,2024-02-07,38.54441072784276,43.2234363075733,18.7436622916606,7.429615045754033,0.5137962703841209,22.828584897764348,22.824181686859003,71,15500000
38,Buenos Aires,Argentina,2024-02-08,14.387064682885182,39.318025358064936,33.783336676203966,6.573055728001163,0.9325451653038536,15.964300085103318,30.0169138210997,63,15500000
39,Buenos Aires,Argentina,2024-02-09,26.21814705774858,26.08653470706312,38.55423566057953,4.418564960423176,0.8858700470844945,20.00355060782982,24.122755851352448,48,15500000
40,Buenos Aires,Argentina,2024-02-10,24.91431711989234,10.16441039273477,33.266435707342694,6.378883818642836,0.7946617569678963,15.632157330547209,19.530428848938826,57,15500000
41,Buenos Aires,Argentina,2024-02-11,33.78882334075645,33.47837605399597,33.699722446421205,7.211724796096106,0.9649334668821123,16.986640577206682,16.25005725588167,42,15500000
42,Buenos Aires,Argentina,2024-02-12,36.5112940595819,36.714522784712834,39.54915892458583,5.889383889227906,0.8319295538815806,22.857041938593905,28.923907920070945,40,15500000
43,Buenos Aires,Argentina,2024-02-13,31.2152184861589,38.13359015340372,25.44778110179845,5.891324065373338,1.187997678295267,16.290082859540277,31.458176133802237,55,15500000
44,Buenos Aires,Argentina,2024-02-14,46.02436676981839,36.15685641790023,27.27266635126452,6.505344533844355,0.719842071004102,32.62198268911611,24.61818400339683,42,15500000
45,Buenos Aires,Argentina,2024-02-15,21.977035674613106,38.68847006834228,34.38655702043599,8.899189142728977,0.7881169637455012,29.277516573971315,26.12117372267646,63,15500000
46,Buenos Aires,Argentina,2024-02-16,36.4280963877756,58.575442487651664,7.991893147314922,7.847346397499126,0.5234130099366439,14.095482742145972,19.965133640990427,41,15500000
47,Buenos Aires,Argentina,2024-02-17,21.872841999826235,47.10901148817026,24.234991539273857,10.037436705433588,0.931678502384498,10.697760000378466,29.321218073671133,45,15500000
48,Buenos Aires,Argentina,2024-02-18,11.714203422760134,39.82982215337079,17.475004348884383,9.051835971438557,0.848469455672945,13.269319820220286,18.236357310978534,76,15500000
49,Buenos Aires,Argentina,2024-02-19,28.8743187158426,48.064448544248194,33.425489982484606,6.44001339625104,0.5441938527560428,22.576471608122336,20.828590949826875,76,15500000
50,Buenos Aires,Argentina,2024-02-20,26.552998414824398,12.484130405791255,35.4494852009929,8.00403854199373,0.8820859506389005,20.97837031615489,20.60606555833946,53,15500000
51,Buenos Aires,Argentina,2024-02-21,35.82962771019112,25.7827786730733,34.84366733456428,7.14178130564413,0.6207936872468824,22.900494208176035,27.71728230477053,40,15500000
52,Buenos Aires,Argentina,2024-02-22,45.1527511046064,59.35966691383821,26.8224374708321,4.795460519088289,0.8695123227607104,20.433488497071984,26.778344742816145,56,15500000
53,Buenos Aires,Argentina,2024-02-23,26.915773961940896,27.485303889391425,34.66754382798453,6.693023936062065,0.3880390025183355,12.069491705890185,21.6851060995539,75,15500000
54,Buenos Aires,Argentina,2024-02-24,30.53149156379209,31.77699552749841,45.38756635859963,5.450770059962836,0.4621633924065477,17.6436812964874,15.122561143914313,78,15500000
55,Buenos Aires,Argentina,2024-02-25,32.5109945450731,36.31502086060895,36.89307730377717,9.017804110781054,0.60951295384192,20.767743191603707,25.712519112880827,61,15500000
56,Buenos Aires,Argentina,2024-02-26,30.968621810742626,36.515432593957456,30.234011837615004,6.459446477979671,0.7787760968861337,28.52325502964068,36.95383082383862,78,15500000
57,Buenos Aires,Argentina,2024-02-27,28.77092093742476,10.0,24.96092358108952,6.023452315096911,0.9266653652142478,20.113154263384345,17.972184730718567,71,15500000
58,Buenos Aires,Argentina,2024-02-28,24.73484751271042,45.67106194002104,26.46394534431677,9.641695812441414,0.4190522241130521,13.89737912640977,26.89855262117279,72,15500000
59,Buenos Aires,Argentina,2024-02-29,42.50610751230936,32.78749315732031,35.569343977274315,5.964614854261571,0.7823817511941854,30.849682940402715,17.881586815580384,57,15500000
60,Buenos Aires,Argentina,2024-03-01,12.647195052337254,23.16770143178504,27.789442918988417,5.3679242092114565,0.8434833151373428,18.366882554572165,26.40266170277629,79,15500000
61,Buenos Aires,Argentina,2024-03-02,35.16093521646967,57.9946304917592,30.474353816576773,4.715320640466596,1.0015014789653307,16.758448649281522,20.87838493968561,55,15500000
62,Buenos Aires,Argentina,2024-03-03,30.16946515748371,36.67730105571814,29.821597730255576,5.622228914849189,0.8409517764803569,23.829391397403075,16.920566062947636,68,15500000
63,Buenos Aires,Argentina,2024-03-04,27.99647687837348,41.24784575082271,17.838594355532447,7.52640584599352,0.7168623599420875,21.197447340563897,26.99824552709484,57,15500000
64,Buenos Aires,Argentina,2024-03-05,38.700436611709904,15.506832422644417,31.8825436915128,5.91979381280243,0.8248313181942607,23.54892145291844,26.104042539440456,48,15500000
65,Buenos Aires,Argentina,2024-03-06,14.897775978881448,54.429807836077615,28.103904239898977,8.49980047884742,0.8558535676433052,15.24544635156384,26.592605023994373,54,15500000
66,Buenos Aires,Argentina,2024-03-07,32.63697715848047,56.91061015668334,22.685749513626867,5.848110377152544,0.7673547143538187,28.099123024913244,27.815677275841296,76,15500000
67,Buenos Aires,Argentina,2024-03-08,11.759131701341133,39.81034281487331,31.008004152352537,6.258999804984692,0.4792495888667339,18.015808896276774,27.343748921576427,55,15500000
68,Buenos Aires,Argentina,2024-03-09,28.984438633566818,46.55846646320561,17.901795258071402,5.201251745690692,0.8012928374395195,17.21322508172306,33.52227275197079,67,15500000
69,Buenos Aires,Argentina,2024-03-10,12.7167760491911,37.3027505292994,31.294255300810065,7.33407400145271,0.8834790261467834,22.793254575069053,24.129246951253897,43,15500000
70,Buenos Aires,Argentina,2024-03-11,12.501125191417426,48.45794753386532,35.358971638069285,7.403088003598843,0.6471908436812315,14.67500587445425,17.838756723900534,49,15500000
71,Buenos Aires,Argentina,2024-03-12,19.39454823922027,60.266093386197085,37.08952950867837,6.87472084534553,0.8486246917025787,18.52878747181771,31.78291692913991,57,15500000
72,Buenos Aires,Argentina,2024-03-13,27.94341187618399,64.97963569090138,19.7135789274838,8.747543992097592,0.7404714853957142,32.8553507831477,23.096027844303958,67,15500000
73,Buenos Aires,Argentina,2024-03-14,19.576916638743818,36.359518782620775,14.879918630536457,6.090410565244614,0.5920386937946231,16.961768273132638,24.3134451710556,74,15500000
74,Buenos Aires,Argentina,2024-03-15,42.96323926484685,51.95473274070429,35.089243880315486,3.752933231203188,0.8238593410044035,19.6652004835143,26.453705484755893,70,15500000
75,Buenos Aires,Argentina,2024-03-16,21.393125305225407,27.651923540478656,38.709572468941566,9.318468300568409,0.8094143373615775,9.145692145831656,22.437161712778547,52,15500000
76,Buenos Aires,Argentina,2024-03-17,23.692629332867615,56.57412883346458,11.14132620320417,5.970102938745713,0.6468380039882577,19.827391000843445,14.006535938854176,70,15500000
77,Buenos Aires,Argentina,2024-03-18,38.19635662243719,35.29388083968564,33.36122635189029,5.91127283698181,0.9862681846366006,20.356621580622445,12.252884722076512,76,15500000
78,Buenos Aires,Argentina,2024-03-19,20.672261164116115,51.907277007157234,27.620991366055147,6.507233194970904,0.9972753011811876,16.440133863705388,17.285983908785504,43,15500000
79,Buenos Aires,Argentina,2024-03-20,23.393688804745057,57.12443296494234,26.46276023810784,6.964071423085688,0.759075742414731,18.06439786826222,24.261389774584615,49,15500000
80,Buenos Aires,Argentina,2024-03-21,17.28454913048513,20.83696266800568,31.567377186834214,10.738538566432482,1.0557247776102296,23.268134439934823,28.377045594655204,58,15500000
81,Buenos Aires,Argentina,2024-03-22,23.67356855740875,45.93698273064621,32.10840649563828,9.568191587896234,0.3147215858929584,8.065350649021637,22.52060913994925,45,15500000
82,Buenos Aires,Argentina,2024-03-23,25.62676050161978,41.347842443700735,35.43075096420959,6.961608899198339,0.813303654792136,16.839696210564707,23.440490084455607,60,15500000
83,Buenos Aires,Argentina,2024-03-24,30.132324268151827,15.297042125607309,34.83673875762004,5.648372057933361,0.4856843842641645,16.031067379905153,25.746781007328927,42,15500000
84,Buenos Aires,Argentina,2024-03-25,16.753001396432083,60.002327492576015,44.58793175439553,6.524198496461649,0.5078081491435298,16.7579321249858,30.689029113489354,41,15500000
85,Buenos Aires,Argentina,2024-03-26,19.08986826472893,42.67983221519369,33.48067518373019,10.908594476050624,1.0489305563070603,20.15462708891249,22.844265584090312,75,15500000
86,Buenos Aires,Argentina,2024-03-27,17.070525026683995,50.31197934654228,33.57964433706376,6.3841953154588005,0.6964827895067454,18.50870256342546,22.340553212491216,58,15500000
87,Buenos Aires,Argentina,2024-03-28,22.34240181287108,16.43677814311132,40.84458348568278,5.778284720389868,0.9008966512766036,12.184828467143731,19.1027016774611,48,15500000
88,Buenos Aires,Argentina,2024-03-29,24.151803253402573,62.651660198956165,32.843455392749995,9.732477979931463,1.0146498801851995,17.26595955213686,21.20246669296776,40,15500000
89,Buenos Aires,Argentina,2024-03-30,17.788154431485445,31.657721075599984,26.704753280579588,6.050802062792443,0.7060790687036299,26.086375449452824,25.2270558655882,71,15500000
90,Buenos Aires,Argentina,2024-03-31,35.75343401956898,43.16002697804666,31.676273842102358,4.816749655681795,0.8467696051579198,25.177217082084724,20.81968923949988,57,15500000
91,Buenos Aires,Argentina,2024-04-01,39.24495821246948,34.11217442606802,25.12692184628952,10.277583862667852,0.9220117535112408,21.28715038029007,20.146196682987245,57,15500000
92,Buenos Aires,Argentina,2024-04-02,17.49638971458189,21.30603979098354,14.899744775934993,5.807164962813364,1.190170360473586,21.35553517448517,29.69789706177589,77,15500000
93,Buenos Aires,Argentina,2024-04-03,15.999457673357506,46.18945934598813,25.18078702292511,7.170244114595629,1.118990690281064,20.61070357037024,32.58371144060889,56,15500000
94,Buenos Aires,Argentina,2024-04-04,32.79029867630129,23.34361376121336,36.07938194437977,10.058608388973772,0.8524429464473711,16.950318527766697,25.725403247546215,73,15500000
95,Buenos Aires,Argentina,2024-04-05,18.422126107044228,37.91424520319202,39.64076522760024,6.11515402151286,0.7317650838659978,17.16744502384264,19.39908280656397,46,15500000
96,Buenos Aires,Argentina,2024-04-06,30.396545952539643,34.727322971510795,32.04663718747515,6.024896235911046,0.9818392703399044,16.003571430668643,19.2896088045281,77,15500000
97,Buenos Aires,Argentina,2024-04-07,25.289268640615507,30.549625306991587,35.85564402007876,6.606156384006221,0.7070837843768764,20.221793987578035,16.27146283570174,79,15500000
98,Buenos Aires,Argentina,2024-04-08,27.23423642246789,34.44828707659129,25.544569538520307,5.679936086548345,0.6601030441678386,23.542801574283224,26.118936832789217,61,15500000
99,Buenos Aires,Argentina,2024-04-09,23.02034244369471,54.05600312653047,25.287278219748792,6.068609519762327,0.4423869009923935,24.65967271158155,30.48326134383048,78,15500000
100,Buenos Aires,Argentina,2024-04-10,36.40313415002608,77.4830107924868,11.845008566766571,5.151408553696742,1.1628018362149968,10.996498411115828,33.95632532085353,49,15500000
101,Buenos Aires,Argentina,2024-04-11,26.473512731432447,44.86388194052795,48.22594456465821,3.068142011706044,0.783427865492817,20.08727732626328,18.27948591908793,73,15500000
102,Buenos Aires,Argentina,2024-04-12,22.50928155346959,14.906591480326387,33.233702922218654,8.43174548938192,0.8454068957729778,18.37965912395515,27.957210758759278,64,15500000
103,Buenos Aires,Argentina,2024-04-13,31.80220360476691,32.025192629987586,29.434268193759337,10.18928128243263,0.7994559609781775,24.039782745797208,21.91271848641636,44,15500000
104,Buenos Aires,Argentina,2024-04-14,25.96676121140232,35.14101248571673,29.00016215748628,5.3900811597917215,0.879239880076836,10.958217837912937,27.017184314356456,57,15500000
105,Buenos Aires,Argentina,2024-04-15,17.282887798194597,35.78492028954897,28.415468019801796,6.290885942605978,1.3262880810853035,30.31623502175954,26.495275374105216,55,15500000
106,Buenos Aires,Argentina,2024-04-16,27.952799406208683,28.352512892604995,31.25702335192753,7.352379645005385,0.6666302566096873,20.98958333671038,21.962638561898466,77,15500000
107,Buenos Aires,Argentina,2024-04-17,20.956380073099773,57.53265336104078,26.700924841597335,6.905779768737934,0.8960100536010004,33.83069959905949,26.341374698947632,68,15500000
108,Buenos Aires,Argentina,2024-04-18,22.771843002803177,43.63453411995771,19.01154886454297,2.174014623848234,0.8937150139907923,26.582730860923448,16.302990140316314,41,15500000
109,Buenos Aires,Argentina,2024-04-19,14.475199230035871,59.95572528487091,40.56849390682774,7.704580888332573,0.6256458623916846,17.292454997768793,24.64176557094176,41,15500000
110,Buenos Aires,Argentina,2024-04-20,30.4090851856099,53.1425375078685,24.653238441225582,6.877848657295248,0.5883118732716694,7.509694912535302,26.002298157068644,51,15500000
111,Buenos Aires,Argentina,2024-04-21,31.08905356254632,50.1209281909526,28.72347774406359,8.279518883564489,0.7499883088416205,22.86736493472603,28.64117914544224,65,15500000
112,Buenos Aires,Argentina,2024-04-22,15.087096183596788,53.80897364067724,23.90856196459533,6.250935481225433,0.7356031267081498,20.54401854852704,30.00683228145431,70,15500000
113,Buenos Aires,Argentina,2024-04-23,27.645845360291112,56.50392404846454,29.85651615539888,7.015187870756248,1.1457759774793372,14.61978610275677,26.079097366093016,64,15500000
114,Buenos Aires,Argentina,2024-04-24,21.594012930901386,47.50214549670826,19.1445154424034,7.446306109495394,0.9103771943644308,23.401151042088145,15.316236487487677,48,15500000
115,Buenos Aires,Argentina,2024-04-25,17.386447301910593,43.006772565104754,27.446640683179247,4.452565198549101,0.8670042591604206,17.541310756046364,22.57232980680251,61,15500000
116,Buenos Aires,Argentina,2024-04-26,23.693460310378867,48.48660549508095,30.57809520779192,4.869328611761488,0.7668233900033243,18.90998595708431,24.6882267901561,67,15500000
117,Buenos Aires,Argentina,2024-04-27,29.909153489266597,63.360652261053644,34.163037807080954,4.885204284512206,0.925996168069507,15.653738223920415,23.28517416921673,41,15500000
118,Buenos Aires,Argentina,2024-04-28,33.50079332417553,46.26521128359101,30.85955499472714,7.7747429612659795,0.8646370964916412,26.41908429926781,31.47492792408478,57,15500000
119,Buenos Aires,Argentina,2024-04-29,30.44220352340347,49.56579245772875,33.599201835275146,8.797235679197295,0.5263273815891956,20.997426497214565,24.595258968780783,69,15500000
120,Buenos Aires,Argentina,2024-04-30,31.309744898310974,30.497549661932155,24.39537738788288,8.362938770818708,0.7004783266875322,20.667410140375896,23.293359401182364,49,15500000
121,Buenos Aires,Argentina,2024-05-01,24.88448701773352,40.0582092502061,42.977399350958834,4.526959327306656,0.9351019995359572,22.35931169015504,20.585173007766123,50,15500000
122,Buenos Aires,Argentina,2024-05-02,24.747127781360422,59.139659436485374,16.6775273705789,6.416957378165008,0.7567191158080271,21.35103145619156,18.374063479215003,59,15500000
123,Buenos Aires,Argentina,2024-05-03,30.44037856773779,49.86644764225561,29.443741710061843,4.626013223388511,1.011562836164159,17.054439336094365,20.32201850618787,75,15500000
124,Buenos Aires,Argentina,2024-05-04,38.58582869617828,34.68731866696449,20.851524321876,8.083291375701185,1.0693286862868965,13.693940740738457,34.86405377359045,78,15500000
125,Buenos Aires,Argentina,2024-05-05,29.15176602323072,36.08845230615898,20.091494487722663,4.704128363581244,0.806720263328798,10.751479271640198,20.604184921893346,41,15500000
126,Buenos Aires,Argentina,2024-05-06,35.9048472490764,57.99813225671025,21.272827280217854,8.588602263954012,0.7636216162973257,20.690953183920072,25.63546374421399,55,15500000
127,Buenos Aires,Argentina,2024-05-07,25.86970217575358,30.82450508300532,6.5107037592067485,5.229018226824303,0.8323776372480514,23.44304026845015,24.603516712357766,44,15500000
128,Buenos Aires,Argentina,2024-05-08,28.70211889941741,48.76471249652965,29.19619423542636,6.885218593996915,0.8821100170655234,18.8446526127116,31.96590628967453,54,15500000
129,Buenos Aires,Argentina,2024-05-09,33.39349114231602,55.45986693981197,24.785102927728325,4.665502881011034,1.010292663801624,15.478470932526708,24.527588429277564,78,15500000
130,Buenos Aires,Argentina,2024-05-10,31.9923058072014,21.75011181209723,43.031505805148605,3.7842103871418615,0.7511438120446933,22.1714803799768,21.568315765325877,53,15500000
131,Buenos Aires,Argentina,2024-05-11,16.565984515429626,23.3224266439471,36.04534816517444,7.195596626805421,0.7698632882755341,17.464261286139195,24.0991322173246,72,15500000
132,Buenos Aires,Argentina,2024-05-12,19.0358859203112,35.51227341358848,36.47135415514175,5.831089416299124,0.6501284621154445,18.89231701208131,19.11518943615016,52,15500000
133,Buenos Aires,Argentina,2024-05-13,43.20543907941816,46.065032164459126,22.70164029453797,8.751047214357225,0.939027979180872,15.987864027885951,19.702472820773067,44,15500000
134,Buenos Aires,Argentina,2024-05-14,42.76087280380064,33.088374794025206,23.843500950679008,8.094605349553948,1.0728163874930037,13.105983477073869,24.015046758928424,42,15500000
135,Buenos Aires,Argentina,2024-05-15,18.89218054914129,39.87830197582375,31.26471380258548,6.444911487368897,1.058254767803176,22.108900371254357,31.550959540404484,51,15500000
136,Buenos Aires,Argentina,2024-05-16,42.298853986834445,17.844777057783578,20.689138257921403,10.663244569316774,0.6533469813027293,16.65098320962069,20.62138207250073,47,15500000
137,Buenos Aires,Argentina,2024-05-17,36.48445956533724,49.21193919175664,23.04644817158718,4.547858814367386,1.057296412928895,20.769650965495025,27.59518039024813,66,15500000
138,Buenos Aires,Argentina,2024-05-18,36.46027575013415,10.0,29.86711726139273,6.788362485004604,0.7092727224816635,28.63113272817816,20.563352705721144,62,15500000
139,Buenos Aires,Argentina,2024-05-19,32.71796177235661,22.673663643410144,26.64077597705928,5.402090455764673,0.4039131540867959,20.65163370872481,21.411923018800117,44,15500000
140,Buenos Aires,Argentina,2024-05-20,31.001189507966103,34.07177497323924,25.21979438692436,10.896488650269552,0.5106135860394284,19.704007127956988,17.67651563153028,78,15500000
141,Buenos Aires,Argentina,2024-05-21,38.148146448442816,10.0,32.93198932709552,6.202157941566706,0.6590124171536793,23.97128339081035,32.33412208202384,56,15500000
142,Buenos Aires,Argentina,2024-05-22,8.832866250519857,36.55926502216799,28.01107316986658,8.253227274526141,0.8091127762283797,23.11703569139958,28.51720066569447,62,15500000
143,Buenos Aires,Argentina,2024-05-23,46.54928677383142,22.451604615620685,28.83889904649352,6.853680808037069,0.9523380673851926,17.167647496989517,20.43667712169615,48,15500000
144,Buenos Aires,Argentina,2024-05-24,21.76520578123373,22.623802411408143,31.581194423196056,7.801383674171413,0.9117253065509028,6.888904227295287,18.825771431654545,58,15500000
145,Buenos Aires,Argentina,2024-05-25,34.57554719021884,47.20390752108887,21.559138596156405,8.645565561668004,0.6074697976162048,23.463845159244304,30.529165331473564,68,15500000
146,Buenos Aires,Argentina,2024-05-26,13.259258683910254,28.16992103272956,37.18034856243036,9.260439543674964,0.6651314092856149,16.280569673372078,21.73893255034747,55,15500000
147,Buenos Aires,Argentina,2024-05-27,8.949050359560541,20.92883226738887,20.02165883975877,6.411803052388733,0.854167303166791,22.16736415821186,22.4571887336216,64,15500000
148,Buenos Aires,Argentina,2024-05-28,32.887849831273016,43.94621202568334,22.30240840542668,7.650678591949983,0.8127706330056446,14.30809305722126,31.04974629279356,42,15500000
149,Buenos Aires,Argentina,2024-05-29,36.02289374929152,47.351194423772434,34.38124617535354,8.132613077467173,0.6889772527344575,17.683804315387324,28.846228197799874,50,15500000
150,Buenos Aires,Argentina,2024-05-30,27.738572803991254,20.685517053317,33.050890250867624,6.798229248907859,0.6641913634882821,12.337468630348404,25.13480578093176,50,15500000
151,Buenos Aires,Argentina,2024-05-31,28.569598962178095,50.84240342478268,30.894393265627105,9.01431440119334,0.9035989552782904,20.13102376387018,23.482178373670425,68,15500000
152,Buenos Aires,Argentina,2024-06-01,33.56095854230007,48.62591151325661,23.496967752804856,7.72657077976795,0.6553309662513069,23.313909430104808,29.913284536361708,40,15500000
153,Buenos Aires,Argentina,2024-06-02,19.565272411704647,42.020612021542064,29.0519302262807,4.831859030191541,0.8715445538944484,20.11051374924928,27.782108527292703,44,15500000
154,Buenos Aires,Argentina,2024-06-03,9.29187966860843,48.56042224053317,34.92980623034842,7.3469739464541775,0.9335044225404684,15.832489801412308,25.31631577402043,59,15500000
155,Buenos Aires,Argentina,2024-06-04,36.10173940938102,26.97608557602501,30.78250634474646,9.207867093403816,0.7487438351496856,18.82041735343938,22.965573777478127,48,15500000
156,Buenos Aires,Argentina,2024-06-05,29.369610753903935,41.65248023041812,32.318594532403786,8.18686751924822,0.7452700424643975,17.556208113102816,30.537826616543114,57,15500000
157,Buenos Aires,Argentina,2024-06-06,17.426415134698317,25.08357217300312,31.996385516784617,4.6338876305312215,0.7494473489807629,25.14706550477663,28.98350963535371,53,15500000
158,Buenos Aires,Argentina,2024-06-07,17.306389512719687,42.22879343624591,29.08787107800336,4.237985385094005,0.5249874230162578,13.259012489423531,37.39925767453968,78,15500000
159,Buenos Aires,Argentina,2024-06-08,33.59981440273613,56.24819232897852,25.488417095108566,6.1133584594476185,0.7678127290401862,30.6910452377577,31.59052680248533,71,15500000
160,Buenos Aires,Argentina,2024-06-09,52.55217743719902,35.41584078769295,35.84767181100973,5.698680345263233,0.3819394202293686,19.148708766020476,23.67197719856948,60,15500000
161,Buenos Aires,Argentina,2024-06-10,21.001217613316285,43.29467740424568,27.515144680803413,6.598530163996016,0.5487741410779101,23.32271771276608,19.92538654170829,74,15500000
162,Buenos Aires,Argentina,2024-06-11,46.4955326373281,67.50226865765472,23.992804232311315,2.9121266106948083,0.7801599294136887,21.8825506908531,20.697579633085823,63,15500000
